OBJECTID,ORGN,DSTN,SHAPE_Length
1420,PHILIPPI STATION,KILLARNEY,31455.3920380589
1421,MELTON ROSE,BELLVILLE,17248.5764408977
1422,VRYGROND,FISH HOEK,11094.787849919
1423,VRYGROND,KHAYELITSHA,84926.4892675218
1424,VRYGROND,MUIZENBERG,5022.03402112128
1425,TYGERBERG STATION,SURBURBAN BLISS,22543.7429484437
1426,PHILIPPI,LANGA,14287.4711927867
1427,LANGA,PHILIPPI,13990.9660111626
1428,ELSIES RIVER,WESBANK,16534.4344401938
1429,CAPE TOWN,WESBANK,33056.2057578413
1430,ZEVENWACHT MALL,SHOPRITE KUILSRIVER,8085.45163180809
1431,MITCHELL'S PLAIN,PHILIPPI,10547.2842858215
1432,MITCHELL'S PLAIN,NYANGA (VIA SAMORA MACHEL),21196.8296728702
1433,MUTUAL,GUGULETHU,15658.6095651851
1434,PHILIPPI,NYANGA,3125.15679768214
1435,NYANGA JUNCTION,SAMORA MACHEL,4470.98883071488
1436,MITCHELL'S PLAIN,NYANGA,16875.5560276991
1437,MITCHELL'S PLAIN,NYANGA,14668.9323025138
1438,ZEVENWACHT MALL,MELTON ROSE,7125.92777997068
1439,BRACKENFELL,WALLACEDENE,11507.3237691049
1440,WYNBERG (CONSTANTIA),WESTLAKE,16323.5198554535
1441,CENTURY CITY (VIA BOSMANSDAM ROAD),NYANGA,24548.620788903
1442,CENTURY CITY (VIA N1 - SABLE ROAD),NYANGA,23386.588938951
1443,KILLARNEY,NYANGA,28219.7590961902
1444,KILLARNEY,PHILIPPI STATION,32198.6990096634
1445,BELLVILLE,MELTON ROSE,17481.2258231012
1446,FISH HOEK,VRYGROND,11260.8138160202
1447,MUIZENBERG,VRYGROND,4954.39369268534
1448,MFULENI,ATHLONE,26607.800971042
1449,MFULENI,MOWBRAY,29831.0963432427
1450,MFULENI,CLAREMONT(VIA WYNBERG),30778.959359602
1451,MFULENI,WYNBERG,27247.3699898655
1452,MFULENI RANK,EXTENSION 3,2486.63421274304
1453,MFULENI,LANGA/EPPING,23263.3527704069
1454,MFULENI,KHAYELITSHA,7071.1373434039
1455,MFULENI,CAPE TOWN (STATION DECK),36001.3950447349
1456,MFULENI,MITCHELLS PLAIN,15125.8190532246
1457,MFULENI,CAPE TOWN,36144.3165650832
1458,MFULENI,"CLAREMONT (LANSDOWNE RD, JAN SMUTS DR & TURFHALL RD)",29167.4213741693
1459,MFULENI,MELKBOSSTRAND - KILLARNEY,114453.107486807
1460,MFULENI,KILLARNEY (VIA MELKBOSSTRAND),86082.9839769316
1461,MFULENI,WYNBERG,27259.3652690777
1462,KILLARNEY,MFULENI (VIA MELKBOSSTRAND & MONTAGUE GARDENS),85915.6832146762
1463,KILLARNEY,MFULENI (VIA MELKBOSSTRAND & PLATTEKLOOF),83965.1486106478
1464, , ,48838.8111131757
1465,MFULENI,FISH HOEK,467.426898953337
1466,MFULENI,FISH HOEK,47671.1907055226
